frame,number of people
11,"[[478.0, 243.0, 692.0, 537.0, 0.8824633955955505, 0.0], [122.0, 301.0, 243.0, 419.0, 0.8656415343284607, 0.0], [0.0, 314.0, 76.0, 476.0, 0.8374900221824646, 0.0], [822.0, 311.0, 938.0, 428.0, 0.8367249965667725, 0.0], [776.0, 314.0, 845.0, 385.0, 0.7750236988067627, 0.0], [702.0, 287.0, 781.0, 358.0, 0.7465184926986694, 0.0], [639.0, 347.0, 749.0, 484.0, 0.7441447973251343, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6938846111297607, 0.0], [205.0, 296.0, 286.0, 401.0, 0.5721831321716309, 0.0], [93.0, 251.0, 155.0, 317.0, 0.4355010986328125, 0.0], [928.0, 340.0, 960.0, 421.0, 0.4248051941394806, 0.0], [428.0, 298.0, 484.0, 397.0, 0.39613184332847595, 0.0], [936.0, 419.0, 960.0, 470.0, 0.380815327167511, 0.0], [421.0, 319.0, 507.0, 517.0, 0.31996387243270874, 0.0], [155.0, 221.0, 209.0, 301.0, 0.30416250228881836, 0.0], [96.0, 301.0, 159.0, 370.0, 0.2753085792064667, 0.0], [241.0, 234.0, 295.0, 305.0, 0.26087135076522827, 0.0]]"
12,"[[122.0, 301.0, 244.0, 419.0, 0.8664267063140869, 0.0], [824.0, 313.0, 937.0, 427.0, 0.8462566137313843, 0.0], [471.0, 240.0, 677.0, 535.0, 0.8422836065292358, 0.0], [0.0, 314.0, 76.0, 476.0, 0.8347188830375671, 0.0], [627.0, 348.0, 749.0, 485.0, 0.8065770864486694, 0.0], [776.0, 315.0, 845.0, 386.0, 0.7619969844818115, 0.0], [702.0, 287.0, 780.0, 356.0, 0.7473258376121521, 0.0], [838.0, 283.0, 881.0, 355.0, 0.6835907101631165, 0.0], [206.0, 296.0, 286.0, 401.0, 0.5514416098594666, 0.0], [604.0, 329.0, 667.0, 415.0, 0.537438690662384, 0.0], [927.0, 340.0, 960.0, 420.0, 0.4406789541244507, 0.0], [936.0, 419.0, 960.0, 470.0, 0.42045608162879944, 0.0], [93.0, 251.0, 156.0, 318.0, 0.4149119257926941, 0.0], [429.0, 301.0, 481.0, 389.0, 0.3296150863170624, 0.0], [156.0, 220.0, 209.0, 305.0, 0.32753613591194153, 0.0], [96.0, 301.0, 160.0, 370.0, 0.2943209707736969, 0.0]]"
13,"[[122.0, 300.0, 244.0, 420.0, 0.8731297254562378, 0.0], [464.0, 241.0, 667.0, 535.0, 0.8720018267631531, 0.0], [824.0, 312.0, 937.0, 427.0, 0.8469753861427307, 0.0], [0.0, 314.0, 76.0, 476.0, 0.8349655866622925, 0.0], [620.0, 347.0, 750.0, 488.0, 0.8172667622566223, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7592326402664185, 0.0], [702.0, 288.0, 779.0, 355.0, 0.7132748365402222, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6741266846656799, 0.0], [206.0, 295.0, 286.0, 402.0, 0.5614834427833557, 0.0], [600.0, 330.0, 668.0, 415.0, 0.5509405732154846, 0.0], [93.0, 252.0, 156.0, 318.0, 0.44717735052108765, 0.0], [927.0, 340.0, 960.0, 420.0, 0.43743693828582764, 0.0], [936.0, 419.0, 960.0, 470.0, 0.4119926691055298, 0.0], [96.0, 304.0, 162.0, 371.0, 0.3250691294670105, 0.0], [156.0, 220.0, 210.0, 303.0, 0.30960288643836975, 0.0], [240.0, 235.0, 296.0, 308.0, 0.25832292437553406, 0.0]]"
14,"[[123.0, 300.0, 244.0, 419.0, 0.8615940809249878, 0.0], [438.0, 241.0, 656.0, 537.0, 0.8565792441368103, 0.0], [617.0, 347.0, 750.0, 490.0, 0.8487427830696106, 0.0], [824.0, 313.0, 937.0, 427.0, 0.8477661609649658, 0.0], [0.0, 315.0, 76.0, 475.0, 0.8397431373596191, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7431507110595703, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6563856601715088, 0.0], [704.0, 287.0, 783.0, 357.0, 0.6535230278968811, 0.0], [593.0, 330.0, 669.0, 417.0, 0.6111093759536743, 0.0], [206.0, 295.0, 285.0, 401.0, 0.5561246275901794, 0.0], [928.0, 340.0, 960.0, 420.0, 0.4410293400287628, 0.0], [93.0, 251.0, 157.0, 319.0, 0.43777140974998474, 0.0], [936.0, 419.0, 960.0, 470.0, 0.4320625960826874, 0.0], [593.0, 282.0, 641.0, 363.0, 0.4058273732662201, 0.0], [96.0, 301.0, 160.0, 371.0, 0.28747132420539856, 0.0], [155.0, 221.0, 210.0, 297.0, 0.27428925037384033, 0.0], [240.0, 235.0, 296.0, 307.0, 0.26246362924575806, 0.0]]"
15,"[[428.0, 242.0, 639.0, 536.0, 0.90819251537323, 0.0], [125.0, 300.0, 244.0, 419.0, 0.8613121509552002, 0.0], [617.0, 346.0, 750.0, 491.0, 0.8562647700309753, 0.0], [824.0, 313.0, 937.0, 427.0, 0.845130443572998, 0.0], [0.0, 314.0, 76.0, 475.0, 0.8438401222229004, 0.0], [776.0, 315.0, 844.0, 385.0, 0.7454869151115417, 0.0], [591.0, 328.0, 671.0, 427.0, 0.6935818791389465, 0.0], [838.0, 283.0, 881.0, 356.0, 0.644252598285675, 0.0], [704.0, 287.0, 783.0, 358.0, 0.6377871632575989, 0.0], [586.0, 284.0, 640.0, 364.0, 0.5937833189964294, 0.0], [207.0, 295.0, 286.0, 402.0, 0.5499768257141113, 0.0], [928.0, 340.0, 960.0, 421.0, 0.43454086780548096, 0.0], [93.0, 251.0, 157.0, 319.0, 0.41394761204719543, 0.0], [936.0, 419.0, 960.0, 471.0, 0.4080069661140442, 0.0], [97.0, 303.0, 163.0, 372.0, 0.3647048771381378, 0.0], [239.0, 237.0, 295.0, 309.0, 0.3313075602054596, 0.0], [156.0, 220.0, 211.0, 296.0, 0.26837798953056335, 0.0], [644.0, 289.0, 687.0, 353.0, 0.25460904836654663, 0.0]]"
16,"[[425.0, 241.0, 635.0, 536.0, 0.9171043038368225, 0.0], [124.0, 299.0, 244.0, 419.0, 0.8659726977348328, 0.0], [616.0, 345.0, 750.0, 490.0, 0.8586475253105164, 0.0], [0.0, 314.0, 76.0, 475.0, 0.8480300903320312, 0.0], [824.0, 312.0, 937.0, 427.0, 0.8435596823692322, 0.0], [776.0, 315.0, 844.0, 385.0, 0.7478975057601929, 0.0], [591.0, 328.0, 671.0, 428.0, 0.7044419646263123, 0.0], [704.0, 286.0, 782.0, 358.0, 0.6517542600631714, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6493966579437256, 0.0], [581.0, 284.0, 640.0, 363.0, 0.5651708245277405, 0.0], [207.0, 295.0, 286.0, 401.0, 0.5572246313095093, 0.0], [928.0, 340.0, 960.0, 421.0, 0.42861127853393555, 0.0], [93.0, 252.0, 157.0, 318.0, 0.4284418225288391, 0.0], [936.0, 419.0, 960.0, 471.0, 0.40595743060112, 0.0], [239.0, 236.0, 294.0, 308.0, 0.36525243520736694, 0.0], [157.0, 219.0, 211.0, 293.0, 0.30141499638557434, 0.0], [96.0, 301.0, 161.0, 370.0, 0.2941693365573883, 0.0], [643.0, 289.0, 688.0, 354.0, 0.2556600272655487, 0.0]]"
17,"[[423.0, 240.0, 627.0, 537.0, 0.9219743609428406, 0.0], [616.0, 345.0, 750.0, 490.0, 0.8683004379272461, 0.0], [126.0, 298.0, 244.0, 420.0, 0.8609934449195862, 0.0], [0.0, 314.0, 76.0, 476.0, 0.8501594066619873, 0.0], [823.0, 312.0, 938.0, 428.0, 0.841167151927948, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7508463859558105, 0.0], [590.0, 328.0, 671.0, 427.0, 0.7376813888549805, 0.0], [704.0, 286.0, 783.0, 357.0, 0.6586982011795044, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6540224552154541, 0.0], [207.0, 294.0, 286.0, 401.0, 0.5650209784507751, 0.0], [588.0, 283.0, 641.0, 361.0, 0.4895899295806885, 0.0], [95.0, 251.0, 158.0, 316.0, 0.4321742355823517, 0.0], [570.0, 294.0, 612.0, 360.0, 0.41533640027046204, 0.0], [928.0, 340.0, 960.0, 421.0, 0.41482311487197876, 0.0], [936.0, 419.0, 960.0, 471.0, 0.376132994890213, 0.0], [239.0, 237.0, 293.0, 308.0, 0.374152809381485, 0.0], [575.0, 249.0, 618.0, 303.0, 0.3543846011161804, 0.0], [96.0, 301.0, 161.0, 370.0, 0.32872486114501953, 0.0], [159.0, 219.0, 211.0, 286.0, 0.28931888937950134, 0.0]]"
18,"[[421.0, 238.0, 619.0, 537.0, 0.9094405174255371, 0.0], [617.0, 346.0, 750.0, 490.0, 0.8787127137184143, 0.0], [0.0, 314.0, 75.0, 476.0, 0.8529288172721863, 0.0], [127.0, 297.0, 244.0, 420.0, 0.8391557931900024, 0.0], [823.0, 312.0, 937.0, 427.0, 0.836986780166626, 0.0], [776.0, 315.0, 845.0, 385.0, 0.750029981136322, 0.0], [588.0, 328.0, 671.0, 425.0, 0.7380150556564331, 0.0], [838.0, 283.0, 881.0, 356.0, 0.65696781873703, 0.0], [704.0, 286.0, 782.0, 357.0, 0.654564380645752, 0.0], [207.0, 294.0, 286.0, 403.0, 0.5632728934288025, 0.0], [560.0, 294.0, 614.0, 361.0, 0.5316731333732605, 0.0], [591.0, 284.0, 641.0, 360.0, 0.48044830560684204, 0.0], [95.0, 251.0, 158.0, 316.0, 0.42469072341918945, 0.0], [928.0, 340.0, 960.0, 421.0, 0.40729424357414246, 0.0], [239.0, 237.0, 293.0, 307.0, 0.37384331226348877, 0.0], [936.0, 419.0, 960.0, 471.0, 0.35567381978034973, 0.0], [96.0, 301.0, 162.0, 370.0, 0.34647518396377563, 0.0], [574.0, 249.0, 618.0, 303.0, 0.3215928375720978, 0.0], [159.0, 217.0, 210.0, 283.0, 0.3117235600948334, 0.0]]"
19,"[[420.0, 238.0, 614.0, 536.0, 0.906867265701294, 0.0], [617.0, 346.0, 750.0, 489.0, 0.8826889991760254, 0.0], [0.0, 314.0, 75.0, 476.0, 0.8554246425628662, 0.0], [128.0, 297.0, 245.0, 420.0, 0.8334376811981201, 0.0], [823.0, 311.0, 938.0, 427.0, 0.8313491940498352, 0.0], [588.0, 327.0, 671.0, 424.0, 0.754521369934082, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7493007779121399, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6567522287368774, 0.0], [704.0, 286.0, 784.0, 357.0, 0.629591703414917, 0.0], [553.0, 293.0, 616.0, 360.0, 0.6248227953910828, 0.0], [207.0, 294.0, 286.0, 403.0, 0.5662193894386292, 0.0], [591.0, 282.0, 641.0, 361.0, 0.4951745867729187, 0.0], [95.0, 251.0, 159.0, 316.0, 0.41508302092552185, 0.0], [928.0, 340.0, 960.0, 421.0, 0.4054456055164337, 0.0], [238.0, 237.0, 293.0, 308.0, 0.3753426969051361, 0.0], [97.0, 301.0, 162.0, 370.0, 0.3724302053451538, 0.0], [936.0, 419.0, 960.0, 471.0, 0.34525445103645325, 0.0], [159.0, 216.0, 210.0, 285.0, 0.3034854531288147, 0.0], [573.0, 249.0, 618.0, 303.0, 0.29907116293907166, 0.0], [579.0, 214.0, 614.0, 259.0, 0.26069176197052, 0.0]]"
20,"[[413.0, 240.0, 607.0, 536.0, 0.9128962755203247, 0.0], [616.0, 346.0, 750.0, 489.0, 0.8794697523117065, 0.0], [0.0, 314.0, 75.0, 476.0, 0.8561679124832153, 0.0], [129.0, 296.0, 244.0, 420.0, 0.8394386768341064, 0.0], [823.0, 312.0, 937.0, 428.0, 0.8365386724472046, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7465957999229431, 0.0], [589.0, 327.0, 671.0, 427.0, 0.7401750087738037, 0.0], [704.0, 286.0, 785.0, 358.0, 0.659871518611908, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6556336283683777, 0.0], [547.0, 294.0, 615.0, 359.0, 0.6357565522193909, 0.0], [207.0, 294.0, 285.0, 406.0, 0.5561737418174744, 0.0], [592.0, 282.0, 641.0, 361.0, 0.48313406109809875, 0.0], [928.0, 340.0, 960.0, 420.0, 0.4138595759868622, 0.0], [95.0, 252.0, 159.0, 316.0, 0.37810218334198, 0.0], [97.0, 301.0, 162.0, 371.0, 0.37176069617271423, 0.0], [937.0, 419.0, 960.0, 471.0, 0.35391533374786377, 0.0], [238.0, 237.0, 292.0, 308.0, 0.34238430857658386, 0.0], [159.0, 217.0, 209.0, 285.0, 0.2813136875629425, 0.0], [547.0, 230.0, 590.0, 288.0, 0.2562507688999176, 0.0]]"
21,"[[403.0, 238.0, 597.0, 538.0, 0.9211119413375854, 0.0], [616.0, 346.0, 751.0, 489.0, 0.8686183094978333, 0.0], [0.0, 314.0, 75.0, 476.0, 0.8546923995018005, 0.0], [129.0, 295.0, 245.0, 420.0, 0.8365641832351685, 0.0], [823.0, 311.0, 937.0, 428.0, 0.836166501045227, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7525845766067505, 0.0], [589.0, 328.0, 670.0, 428.0, 0.6940406560897827, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6568663120269775, 0.0], [703.0, 285.0, 792.0, 358.0, 0.6388992667198181, 0.0], [207.0, 294.0, 285.0, 405.0, 0.5567417144775391, 0.0], [550.0, 294.0, 614.0, 358.0, 0.5110514760017395, 0.0], [97.0, 300.0, 162.0, 371.0, 0.41252341866493225, 0.0], [928.0, 340.0, 960.0, 421.0, 0.41090261936187744, 0.0], [95.0, 252.0, 159.0, 316.0, 0.3831206262111664, 0.0], [591.0, 282.0, 641.0, 362.0, 0.37551555037498474, 0.0], [238.0, 235.0, 292.0, 312.0, 0.33730557560920715, 0.0], [937.0, 419.0, 960.0, 471.0, 0.3210594058036804, 0.0], [528.0, 350.0, 592.0, 438.0, 0.29878535866737366, 0.0], [158.0, 218.0, 208.0, 286.0, 0.27347248792648315, 0.0]]"
22,"[[395.0, 238.0, 592.0, 536.0, 0.9244629740715027, 0.0], [616.0, 346.0, 750.0, 489.0, 0.8717438578605652, 0.0], [0.0, 314.0, 75.0, 476.0, 0.8568417429924011, 0.0], [823.0, 311.0, 937.0, 428.0, 0.8379048705101013, 0.0], [129.0, 296.0, 245.0, 421.0, 0.8337908387184143, 0.0], [776.0, 315.0, 845.0, 385.0, 0.7504249811172485, 0.0], [589.0, 327.0, 671.0, 429.0, 0.7072852849960327, 0.0], [838.0, 283.0, 881.0, 356.0, 0.6552493572235107, 0.0], [703.0, 286.0, 792.0, 358.0, 0.6198200583457947, 0.0], [523.0, 347.0, 589.0, 440.0, 0.5602578520774841, 0.0], [207.0, 294.0, 285.0, 405.0, 0.5566173195838928, 0.0], [552.0, 294.0, 615.0, 358.0, 0.5450016856193542, 0.0], [928.0, 340.0, 960.0, 421.0, 0.4122444987297058, 0.0], [97.0, 300.0, 162.0, 371.0, 0.4101206362247467, 0.0], [93.0, 253.0, 157.0, 318.0, 0.38113129138946533, 0.0], [592.0, 282.0, 641.0, 361.0, 0.3672148883342743, 0.0], [238.0, 235.0, 292.0, 311.0, 0.33950257301330566, 0.0], [937.0, 419.0, 960.0, 471.0, 0.32313618063926697, 0.0], [158.0, 219.0, 208.0, 291.0, 0.2565888464450836, 0.0]]"
