frame,number of cars
231,"[[1.0, 482.0, 154.0, 585.0, 0.9305008053779602, 2.0], [862.0, 323.0, 899.0, 347.0, 0.8791494965553284, 2.0], [793.0, 293.0, 816.0, 310.0, 0.8494309186935425, 2.0], [1232.0, 231.0, 1280.0, 254.0, 0.7691661715507507, 2.0], [581.0, 267.0, 595.0, 279.0, 0.7321340441703796, 2.0], [767.0, 280.0, 785.0, 294.0, 0.7321091294288635, 2.0], [534.0, 276.0, 555.0, 292.0, 0.7084909081459045, 2.0], [713.0, 280.0, 732.0, 297.0, 0.7078127264976501, 2.0], [741.0, 266.0, 755.0, 277.0, 0.7031947374343872, 2.0], [0.0, 221.0, 19.0, 243.0, 0.6618478298187256, 2.0], [531.0, 268.0, 551.0, 287.0, 0.6506907939910889, 2.0], [903.0, 367.0, 969.0, 412.0, 0.590038001537323, 2.0], [753.0, 274.0, 767.0, 285.0, 0.5844191312789917, 2.0], [604.0, 271.0, 619.0, 286.0, 0.5818192362785339, 2.0], [548.0, 263.0, 564.0, 274.0, 0.5665208697319031, 2.0], [582.0, 255.0, 595.0, 264.0, 0.5647404789924622, 2.0], [385.0, 228.0, 403.0, 237.0, 0.5407766103744507, 2.0], [676.0, 268.0, 689.0, 278.0, 0.5069891810417175, 2.0], [563.0, 256.0, 578.0, 267.0, 0.4699128270149231, 2.0], [713.0, 255.0, 726.0, 265.0, 0.457790732383728, 2.0], [763.0, 277.0, 784.0, 289.0, 0.38471701741218567, 2.0], [749.0, 269.0, 768.0, 283.0, 0.34733039140701294, 2.0], [865.0, 232.0, 888.0, 241.0, 0.32853755354881287, 2.0], [697.0, 263.0, 711.0, 276.0, 0.31510159373283386, 2.0], [669.0, 252.0, 678.0, 264.0, 0.3091095983982086, 2.0], [692.0, 255.0, 708.0, 264.0, 0.29783087968826294, 2.0], [712.0, 260.0, 724.0, 273.0, 0.27337199449539185, 2.0]]"
232,"[[0.0, 496.0, 131.0, 603.0, 0.9202368855476379, 2.0], [791.0, 293.0, 815.0, 309.0, 0.8557778000831604, 2.0], [860.0, 323.0, 895.0, 346.0, 0.8550247550010681, 2.0], [1228.0, 232.0, 1280.0, 254.0, 0.7863044738769531, 2.0], [765.0, 279.0, 783.0, 293.0, 0.7396383881568909, 2.0], [741.0, 266.0, 755.0, 277.0, 0.7395864725112915, 2.0], [0.0, 222.0, 20.0, 244.0, 0.7295870184898376, 2.0], [535.0, 277.0, 555.0, 293.0, 0.7037723660469055, 2.0], [580.0, 268.0, 595.0, 280.0, 0.6823430061340332, 2.0], [603.0, 273.0, 618.0, 287.0, 0.6197001934051514, 2.0], [530.0, 270.0, 548.0, 285.0, 0.6157278418540955, 2.0], [712.0, 280.0, 730.0, 296.0, 0.6022052764892578, 2.0], [549.0, 263.0, 565.0, 274.0, 0.5734409689903259, 2.0], [385.0, 229.0, 401.0, 237.0, 0.5447596907615662, 2.0], [583.0, 256.0, 595.0, 265.0, 0.526617169380188, 2.0], [898.0, 364.0, 959.0, 409.0, 0.4658701419830322, 2.0], [562.0, 257.0, 578.0, 267.0, 0.423780620098114, 2.0], [676.0, 267.0, 688.0, 278.0, 0.4112569987773895, 2.0], [754.0, 275.0, 767.0, 285.0, 0.40608760714530945, 2.0], [869.0, 232.0, 887.0, 241.0, 0.34335553646087646, 2.0]]"
233,"[[1.0, 509.0, 104.0, 619.0, 0.9050642848014832, 2.0], [791.0, 293.0, 813.0, 308.0, 0.8749184608459473, 2.0], [856.0, 323.0, 892.0, 344.0, 0.8614857792854309, 2.0], [1226.0, 235.0, 1280.0, 254.0, 0.8031279444694519, 2.0], [764.0, 279.0, 783.0, 294.0, 0.7530037760734558, 2.0], [534.0, 279.0, 553.0, 294.0, 0.7331724166870117, 2.0], [580.0, 268.0, 594.0, 280.0, 0.7052294611930847, 2.0], [602.0, 274.0, 617.0, 289.0, 0.6938921809196472, 2.0], [0.0, 222.0, 20.0, 245.0, 0.6800199747085571, 2.0], [740.0, 267.0, 754.0, 278.0, 0.6763142943382263, 2.0], [548.0, 264.0, 566.0, 275.0, 0.6456546187400818, 2.0], [528.0, 269.0, 543.0, 283.0, 0.5836272239685059, 2.0], [712.0, 280.0, 730.0, 296.0, 0.5649925470352173, 2.0], [384.0, 229.0, 400.0, 238.0, 0.5141463279724121, 2.0], [581.0, 257.0, 594.0, 266.0, 0.5117396712303162, 2.0], [753.0, 275.0, 766.0, 286.0, 0.45566636323928833, 2.0], [677.0, 268.0, 688.0, 278.0, 0.4444408118724823, 2.0], [565.0, 257.0, 577.0, 266.0, 0.4426698386669159, 2.0], [712.0, 264.0, 723.0, 272.0, 0.39743444323539734, 2.0], [891.0, 361.0, 952.0, 404.0, 0.3848864734172821, 2.0], [529.0, 272.0, 549.0, 288.0, 0.35075923800468445, 2.0], [696.0, 256.0, 708.0, 264.0, 0.3049405813217163, 2.0], [556.0, 258.0, 575.0, 268.0, 0.27649950981140137, 2.0], [697.0, 268.0, 709.0, 279.0, 0.27154675126075745, 2.0]]"
234,"[[853.0, 322.0, 889.0, 344.0, 0.854823887348175, 2.0], [790.0, 292.0, 811.0, 308.0, 0.8305267691612244, 2.0], [0.0, 526.0, 74.0, 611.0, 0.7896603345870972, 2.0], [763.0, 279.0, 782.0, 293.0, 0.7486173510551453, 2.0], [0.0, 223.0, 20.0, 246.0, 0.7401821613311768, 2.0], [602.0, 276.0, 617.0, 289.0, 0.7365258932113647, 2.0], [1221.0, 236.0, 1278.0, 255.0, 0.7307724952697754, 2.0], [739.0, 267.0, 753.0, 278.0, 0.6998955607414246, 2.0], [533.0, 279.0, 552.0, 295.0, 0.688642144203186, 2.0], [579.0, 268.0, 594.0, 281.0, 0.6769095063209534, 2.0], [711.0, 280.0, 730.0, 295.0, 0.657134473323822, 2.0], [547.0, 265.0, 561.0, 275.0, 0.5924538373947144, 2.0], [527.0, 271.0, 542.0, 284.0, 0.5483399629592896, 2.0], [383.0, 229.0, 399.0, 238.0, 0.530338704586029, 2.0], [752.0, 276.0, 765.0, 286.0, 0.502345085144043, 2.0], [582.0, 258.0, 594.0, 266.0, 0.48416951298713684, 2.0], [559.0, 258.0, 574.0, 269.0, 0.41410136222839355, 2.0], [528.0, 274.0, 549.0, 291.0, 0.3870773911476135, 2.0], [697.0, 267.0, 709.0, 279.0, 0.3557035028934479, 2.0], [676.0, 269.0, 688.0, 278.0, 0.3537599742412567, 2.0], [667.0, 255.0, 680.0, 265.0, 0.3439306616783142, 2.0], [712.0, 256.0, 724.0, 269.0, 0.3154270350933075, 2.0], [712.0, 262.0, 723.0, 273.0, 0.2856154441833496, 2.0]]"
235,"[[850.0, 322.0, 886.0, 343.0, 0.8676970601081848, 2.0], [1217.0, 235.0, 1274.0, 255.0, 0.848168671131134, 2.0], [788.0, 293.0, 810.0, 308.0, 0.8234517574310303, 2.0], [0.0, 542.0, 42.0, 617.0, 0.7681283950805664, 2.0], [762.0, 279.0, 780.0, 294.0, 0.6961540579795837, 2.0], [532.0, 281.0, 553.0, 296.0, 0.6952431797981262, 2.0], [0.0, 223.0, 20.0, 246.0, 0.6735805869102478, 2.0], [579.0, 269.0, 594.0, 282.0, 0.6546208262443542, 2.0], [601.0, 276.0, 617.0, 290.0, 0.6172135472297668, 2.0], [737.0, 267.0, 752.0, 278.0, 0.605540931224823, 2.0], [546.0, 266.0, 561.0, 277.0, 0.6006646752357483, 2.0], [527.0, 273.0, 541.0, 285.0, 0.5825808048248291, 2.0], [710.0, 280.0, 730.0, 295.0, 0.5677971243858337, 2.0], [881.0, 358.0, 937.0, 398.0, 0.5558087825775146, 2.0], [383.0, 230.0, 398.0, 238.0, 0.5537859201431274, 2.0], [563.0, 257.0, 577.0, 268.0, 0.537000298500061, 2.0], [581.0, 258.0, 594.0, 268.0, 0.46948620676994324, 2.0], [676.0, 269.0, 688.0, 279.0, 0.36386123299598694, 2.0], [752.0, 276.0, 764.0, 286.0, 0.3403519093990326, 2.0], [696.0, 267.0, 708.0, 279.0, 0.29004597663879395, 2.0], [666.0, 255.0, 679.0, 265.0, 0.2652732729911804, 2.0]]"
236,"[[848.0, 321.0, 882.0, 342.0, 0.8418735265731812, 2.0], [787.0, 293.0, 809.0, 308.0, 0.8140316605567932, 2.0], [1215.0, 236.0, 1268.0, 255.0, 0.795825183391571, 2.0], [532.0, 282.0, 552.0, 297.0, 0.7739713191986084, 2.0], [0.0, 224.0, 19.0, 247.0, 0.7599895000457764, 2.0], [578.0, 271.0, 594.0, 284.0, 0.6222838759422302, 2.0], [525.0, 273.0, 541.0, 286.0, 0.6162765026092529, 2.0], [738.0, 267.0, 753.0, 278.0, 0.6081081628799438, 2.0], [762.0, 279.0, 778.0, 293.0, 0.6057385802268982, 2.0], [545.0, 268.0, 559.0, 279.0, 0.6040899753570557, 2.0], [582.0, 261.0, 594.0, 269.0, 0.5814418792724609, 2.0], [601.0, 278.0, 617.0, 291.0, 0.5779634118080139, 2.0], [875.0, 356.0, 929.0, 395.0, 0.5726841688156128, 2.0], [709.0, 280.0, 728.0, 295.0, 0.5519345998764038, 2.0], [383.0, 231.0, 398.0, 239.0, 0.5406659245491028, 2.0], [559.0, 258.0, 575.0, 270.0, 0.4834333658218384, 2.0], [677.0, 269.0, 688.0, 278.0, 0.411912739276886, 2.0], [750.0, 275.0, 763.0, 286.0, 0.40226390957832336, 2.0], [712.0, 258.0, 723.0, 270.0, 0.2655833959579468, 2.0], [696.0, 267.0, 709.0, 279.0, 0.2655177414417267, 2.0]]"
237,"[[846.0, 321.0, 879.0, 341.0, 0.8468325138092041, 2.0], [1211.0, 237.0, 1264.0, 256.0, 0.7963271737098694, 2.0], [530.0, 282.0, 551.0, 299.0, 0.7861426472663879, 2.0], [870.0, 354.0, 922.0, 392.0, 0.7259315848350525, 2.0], [786.0, 293.0, 808.0, 308.0, 0.7152692079544067, 2.0], [576.0, 272.0, 593.0, 284.0, 0.687140166759491, 2.0], [737.0, 269.0, 751.0, 278.0, 0.6674292087554932, 2.0], [0.0, 225.0, 19.0, 248.0, 0.6621779203414917, 2.0], [544.0, 269.0, 558.0, 279.0, 0.634918749332428, 2.0], [600.0, 278.0, 616.0, 292.0, 0.6254721879959106, 2.0], [524.0, 274.0, 540.0, 287.0, 0.61258465051651, 2.0], [761.0, 281.0, 777.0, 294.0, 0.6093860864639282, 2.0], [708.0, 281.0, 728.0, 295.0, 0.6028424501419067, 2.0], [750.0, 276.0, 762.0, 287.0, 0.5702237486839294, 2.0], [581.0, 260.0, 593.0, 269.0, 0.5209236145019531, 2.0], [562.0, 259.0, 575.0, 269.0, 0.46192100644111633, 2.0], [382.0, 231.0, 396.0, 240.0, 0.4053969383239746, 2.0], [675.0, 269.0, 686.0, 278.0, 0.2807943820953369, 2.0]]"
238,"[[843.0, 319.0, 876.0, 340.0, 0.8593776822090149, 2.0], [784.0, 293.0, 806.0, 308.0, 0.8330110311508179, 2.0], [1205.0, 237.0, 1260.0, 256.0, 0.749155580997467, 2.0], [529.0, 284.0, 550.0, 300.0, 0.7427023649215698, 2.0], [0.0, 225.0, 18.0, 248.0, 0.6852614879608154, 2.0], [707.0, 281.0, 727.0, 296.0, 0.6743255257606506, 2.0], [865.0, 351.0, 918.0, 391.0, 0.6731786727905273, 2.0], [761.0, 281.0, 777.0, 293.0, 0.6599377989768982, 2.0], [544.0, 270.0, 557.0, 280.0, 0.6165459752082825, 2.0], [576.0, 273.0, 592.0, 285.0, 0.5933014750480652, 2.0], [524.0, 275.0, 539.0, 288.0, 0.592212438583374, 2.0], [736.0, 269.0, 749.0, 279.0, 0.5837087035179138, 2.0], [599.0, 279.0, 616.0, 293.0, 0.5751876831054688, 2.0], [581.0, 261.0, 592.0, 269.0, 0.48526903986930847, 2.0], [381.0, 232.0, 395.0, 242.0, 0.4793694019317627, 2.0], [749.0, 277.0, 761.0, 289.0, 0.47231635451316833, 2.0], [695.0, 267.0, 707.0, 279.0, 0.40159353613853455, 2.0], [674.0, 269.0, 686.0, 278.0, 0.31980523467063904, 2.0], [555.0, 261.0, 573.0, 272.0, 0.2931976020336151, 2.0], [710.0, 264.0, 723.0, 274.0, 0.2852323353290558, 2.0]]"
239,"[[840.0, 320.0, 872.0, 339.0, 0.8470585942268372, 2.0], [783.0, 293.0, 804.0, 308.0, 0.8155492544174194, 2.0], [528.0, 286.0, 548.0, 300.0, 0.8009090423583984, 2.0], [1203.0, 238.0, 1254.0, 256.0, 0.7759042382240295, 2.0], [0.0, 225.0, 17.0, 248.0, 0.6921146512031555, 2.0], [707.0, 282.0, 727.0, 297.0, 0.6788280010223389, 2.0], [860.0, 350.0, 911.0, 386.0, 0.6773691177368164, 2.0], [522.0, 277.0, 537.0, 289.0, 0.6001793146133423, 2.0], [575.0, 274.0, 592.0, 286.0, 0.5771029591560364, 2.0], [543.0, 270.0, 557.0, 281.0, 0.5260511040687561, 2.0], [759.0, 280.0, 775.0, 293.0, 0.48050615191459656, 2.0], [736.0, 268.0, 749.0, 279.0, 0.4726291596889496, 2.0], [599.0, 279.0, 615.0, 294.0, 0.4560539722442627, 2.0], [581.0, 261.0, 592.0, 270.0, 0.39945077896118164, 2.0], [556.0, 260.0, 574.0, 273.0, 0.35557422041893005, 2.0], [747.0, 277.0, 760.0, 289.0, 0.33933162689208984, 2.0], [674.0, 271.0, 685.0, 278.0, 0.3274645209312439, 2.0], [380.0, 232.0, 394.0, 242.0, 0.32184115052223206, 2.0], [562.0, 260.0, 576.0, 269.0, 0.27849194407463074, 2.0]]"
240,"[[837.0, 319.0, 870.0, 339.0, 0.840125322341919, 2.0], [781.0, 293.0, 802.0, 308.0, 0.7941606640815735, 2.0], [526.0, 287.0, 546.0, 302.0, 0.7371339201927185, 2.0], [1199.0, 238.0, 1251.0, 257.0, 0.6893157958984375, 2.0], [0.0, 226.0, 16.0, 249.0, 0.6482453346252441, 2.0], [575.0, 274.0, 591.0, 288.0, 0.6123568415641785, 2.0], [521.0, 277.0, 536.0, 289.0, 0.6101405620574951, 2.0], [759.0, 280.0, 774.0, 294.0, 0.5518789887428284, 2.0], [378.0, 233.0, 393.0, 243.0, 0.5380732417106628, 2.0], [543.0, 270.0, 555.0, 281.0, 0.5360797047615051, 2.0], [706.0, 281.0, 725.0, 296.0, 0.4842429757118225, 2.0], [736.0, 270.0, 747.0, 279.0, 0.42138561606407166, 2.0], [694.0, 268.0, 706.0, 280.0, 0.41114896535873413, 2.0], [523.0, 281.0, 545.0, 296.0, 0.39107632637023926, 2.0], [581.0, 262.0, 591.0, 270.0, 0.3862118422985077, 2.0], [598.0, 281.0, 614.0, 294.0, 0.376177042722702, 2.0], [557.0, 262.0, 574.0, 273.0, 0.31862011551856995, 2.0], [746.0, 278.0, 760.0, 290.0, 0.2967071831226349, 2.0], [709.0, 262.0, 721.0, 273.0, 0.26291200518608093, 2.0]]"
241,"[[834.0, 318.0, 867.0, 338.0, 0.8388519883155823, 2.0], [1194.0, 239.0, 1247.0, 257.0, 0.7850745320320129, 2.0], [781.0, 293.0, 801.0, 308.0, 0.766582190990448, 2.0], [525.0, 287.0, 545.0, 302.0, 0.7323477864265442, 2.0], [0.0, 227.0, 14.0, 247.0, 0.656363844871521, 2.0], [542.0, 272.0, 555.0, 283.0, 0.6537598371505737, 2.0], [574.0, 275.0, 591.0, 289.0, 0.6212635040283203, 2.0], [520.0, 278.0, 535.0, 291.0, 0.6108514666557312, 2.0], [705.0, 281.0, 725.0, 296.0, 0.5988922715187073, 2.0], [851.0, 346.0, 899.0, 381.0, 0.598773181438446, 2.0], [598.0, 282.0, 614.0, 295.0, 0.5828146934509277, 2.0], [758.0, 281.0, 772.0, 294.0, 0.5067954063415527, 2.0], [735.0, 271.0, 747.0, 279.0, 0.49834978580474854, 2.0], [556.0, 263.0, 571.0, 274.0, 0.4832908511161804, 2.0], [521.0, 280.0, 543.0, 296.0, 0.4124763607978821, 2.0], [577.0, 262.0, 591.0, 272.0, 0.3886479139328003, 2.0], [693.0, 268.0, 706.0, 280.0, 0.34979623556137085, 2.0], [376.0, 233.0, 391.0, 243.0, 0.3305124342441559, 2.0], [708.0, 261.0, 720.0, 274.0, 0.316827654838562, 2.0], [746.0, 276.0, 760.0, 287.0, 0.26972678303718567, 2.0]]"
242,"[[831.0, 316.0, 863.0, 338.0, 0.8324068784713745, 2.0], [523.0, 288.0, 544.0, 303.0, 0.7819768786430359, 2.0], [779.0, 293.0, 800.0, 307.0, 0.7375317811965942, 2.0], [848.0, 343.0, 893.0, 380.0, 0.6958263516426086, 2.0], [1192.0, 239.0, 1243.0, 256.0, 0.6664854288101196, 2.0], [540.0, 271.0, 554.0, 283.0, 0.6594546437263489, 2.0], [705.0, 281.0, 723.0, 295.0, 0.6157293915748596, 2.0], [0.0, 227.0, 13.0, 249.0, 0.6102772355079651, 2.0], [597.0, 283.0, 614.0, 297.0, 0.6102569699287415, 2.0], [755.0, 281.0, 771.0, 294.0, 0.5963426232337952, 2.0], [519.0, 278.0, 533.0, 291.0, 0.5684819221496582, 2.0], [574.0, 276.0, 590.0, 290.0, 0.5674737095832825, 2.0], [734.0, 270.0, 746.0, 279.0, 0.5357680916786194, 2.0], [375.0, 233.0, 390.0, 244.0, 0.5197042226791382, 2.0], [555.0, 262.0, 571.0, 275.0, 0.4573773741722107, 2.0], [745.0, 277.0, 757.0, 287.0, 0.40856730937957764, 2.0], [519.0, 280.0, 542.0, 297.0, 0.32344576716423035, 2.0], [693.0, 267.0, 705.0, 279.0, 0.3152656555175781, 2.0], [707.0, 262.0, 719.0, 273.0, 0.2911500632762909, 2.0], [684.0, 260.0, 700.0, 269.0, 0.2847495973110199, 2.0], [672.0, 270.0, 685.0, 279.0, 0.26826968789100647, 2.0], [745.0, 278.0, 763.0, 291.0, 0.25477468967437744, 2.0], [576.0, 262.0, 590.0, 273.0, 0.2501950263977051, 2.0]]"
243,"[[828.0, 317.0, 860.0, 336.0, 0.9077423810958862, 2.0], [521.0, 290.0, 543.0, 304.0, 0.7916381359100342, 2.0], [1186.0, 238.0, 1238.0, 256.0, 0.7656204700469971, 2.0], [777.0, 292.0, 797.0, 307.0, 0.7546488046646118, 2.0], [842.0, 342.0, 887.0, 376.0, 0.7447488307952881, 2.0], [754.0, 281.0, 770.0, 294.0, 0.6116464734077454, 2.0], [539.0, 272.0, 552.0, 283.0, 0.6058480739593506, 2.0], [515.0, 278.0, 531.0, 293.0, 0.6048483848571777, 2.0], [0.0, 227.0, 12.0, 249.0, 0.5908255577087402, 2.0], [374.0, 233.0, 390.0, 244.0, 0.5800115466117859, 2.0], [573.0, 276.0, 588.0, 290.0, 0.4779236912727356, 2.0], [732.0, 269.0, 744.0, 278.0, 0.4680730700492859, 2.0], [596.0, 282.0, 612.0, 297.0, 0.4669714868068695, 2.0], [704.0, 281.0, 721.0, 295.0, 0.458752304315567, 2.0], [575.0, 263.0, 590.0, 273.0, 0.4360087513923645, 2.0], [743.0, 277.0, 756.0, 289.0, 0.4130798876285553, 2.0], [554.0, 263.0, 570.0, 275.0, 0.4099973738193512, 2.0]]"
244,"[[827.0, 316.0, 857.0, 335.0, 0.8819255828857422, 2.0], [837.0, 341.0, 882.0, 374.0, 0.8581358790397644, 2.0], [594.0, 283.0, 611.0, 297.0, 0.8236966729164124, 2.0], [519.0, 289.0, 541.0, 305.0, 0.8130803108215332, 2.0], [775.0, 292.0, 795.0, 306.0, 0.806973397731781, 2.0], [571.0, 277.0, 587.0, 290.0, 0.7836340069770813, 2.0], [1180.0, 239.0, 1232.0, 257.0, 0.7742745280265808, 2.0], [753.0, 281.0, 769.0, 294.0, 0.6549990177154541, 2.0], [537.0, 272.0, 551.0, 283.0, 0.5787957906723022, 2.0], [550.0, 264.0, 568.0, 276.0, 0.5633739233016968, 2.0], [731.0, 269.0, 744.0, 280.0, 0.5393795967102051, 2.0], [703.0, 281.0, 720.0, 295.0, 0.5291483998298645, 2.0], [0.0, 227.0, 10.0, 249.0, 0.49997976422309875, 2.0], [514.0, 279.0, 530.0, 293.0, 0.4943827688694, 2.0], [575.0, 262.0, 588.0, 274.0, 0.49120059609413147, 2.0], [373.0, 233.0, 389.0, 243.0, 0.44453468918800354, 2.0], [742.0, 276.0, 755.0, 288.0, 0.38105905055999756, 2.0], [706.0, 261.0, 718.0, 273.0, 0.3004745543003082, 2.0], [691.0, 268.0, 703.0, 279.0, 0.27625957131385803, 2.0], [671.0, 270.0, 682.0, 278.0, 0.25320300459861755, 2.0]]"
245,"[[823.0, 316.0, 854.0, 335.0, 0.8521744012832642, 2.0], [834.0, 339.0, 877.0, 371.0, 0.8164169788360596, 2.0], [593.0, 283.0, 610.0, 298.0, 0.8004763722419739, 2.0], [773.0, 292.0, 794.0, 305.0, 0.7964633703231812, 2.0], [517.0, 289.0, 539.0, 305.0, 0.7599977254867554, 2.0], [570.0, 278.0, 586.0, 291.0, 0.7282225489616394, 2.0], [535.0, 273.0, 550.0, 284.0, 0.7056309580802917, 2.0], [1177.0, 239.0, 1228.0, 256.0, 0.6980240941047668, 2.0], [702.0, 280.0, 718.0, 294.0, 0.649120032787323, 2.0], [551.0, 264.0, 568.0, 275.0, 0.6171391606330872, 2.0], [752.0, 280.0, 767.0, 293.0, 0.55439293384552, 2.0], [730.0, 269.0, 742.0, 279.0, 0.5172426700592041, 2.0], [513.0, 278.0, 531.0, 293.0, 0.45392709970474243, 2.0], [575.0, 263.0, 588.0, 274.0, 0.45003604888916016, 2.0], [371.0, 233.0, 388.0, 244.0, 0.4440719187259674, 2.0], [741.0, 276.0, 754.0, 288.0, 0.4050670266151428, 2.0], [0.0, 227.0, 10.0, 250.0, 0.3940896987915039, 2.0], [689.0, 269.0, 702.0, 279.0, 0.31364724040031433, 2.0], [705.0, 261.0, 716.0, 270.0, 0.2503597140312195, 2.0]]"
246,"[[822.0, 315.0, 851.0, 333.0, 0.8718956112861633, 2.0], [772.0, 292.0, 792.0, 305.0, 0.8054127097129822, 2.0], [831.0, 335.0, 873.0, 368.0, 0.7873389720916748, 2.0], [516.0, 289.0, 537.0, 306.0, 0.7437765598297119, 2.0], [568.0, 277.0, 585.0, 292.0, 0.7114576697349548, 2.0], [1174.0, 239.0, 1225.0, 256.0, 0.698845386505127, 2.0], [701.0, 280.0, 718.0, 294.0, 0.6883794069290161, 2.0], [592.0, 284.0, 609.0, 299.0, 0.6793199777603149, 2.0], [535.0, 273.0, 550.0, 285.0, 0.6618477702140808, 2.0], [574.0, 265.0, 587.0, 273.0, 0.5774403810501099, 2.0], [751.0, 279.0, 766.0, 292.0, 0.5605224967002869, 2.0], [549.0, 264.0, 567.0, 275.0, 0.4898066520690918, 2.0], [739.0, 277.0, 753.0, 289.0, 0.47198572754859924, 2.0], [730.0, 269.0, 742.0, 279.0, 0.4717863202095032, 2.0], [511.0, 279.0, 528.0, 294.0, 0.39231279492378235, 2.0], [704.0, 261.0, 715.0, 271.0, 0.3656895160675049, 2.0], [1240.0, 468.0, 1280.0, 550.0, 0.34235885739326477, 2.0], [0.0, 227.0, 9.0, 251.0, 0.3371807336807251, 2.0], [370.0, 234.0, 387.0, 244.0, 0.3288145065307617, 2.0], [670.0, 269.0, 681.0, 278.0, 0.2878867983818054, 2.0], [570.0, 268.0, 585.0, 285.0, 0.27892181277275085, 2.0]]"
247,"[[818.0, 315.0, 848.0, 332.0, 0.8109632730484009, 2.0], [826.0, 335.0, 867.0, 367.0, 0.8080365657806396, 2.0], [590.0, 285.0, 609.0, 300.0, 0.7704272866249084, 2.0], [567.0, 278.0, 583.0, 293.0, 0.7651527523994446, 2.0], [515.0, 289.0, 536.0, 307.0, 0.7623717784881592, 2.0], [771.0, 292.0, 790.0, 305.0, 0.7372084259986877, 2.0], [1171.0, 239.0, 1220.0, 256.0, 0.7158799767494202, 2.0], [534.0, 273.0, 548.0, 284.0, 0.681464433670044, 2.0], [574.0, 263.0, 585.0, 273.0, 0.5132758021354675, 2.0], [700.0, 279.0, 717.0, 294.0, 0.5066062808036804, 2.0], [548.0, 264.0, 567.0, 275.0, 0.47401419281959534, 2.0], [749.0, 279.0, 763.0, 292.0, 0.4157084822654724, 2.0], [728.0, 268.0, 740.0, 278.0, 0.4004862904548645, 2.0], [510.0, 279.0, 526.0, 294.0, 0.3679012358188629, 2.0], [369.0, 233.0, 385.0, 244.0, 0.31127285957336426, 2.0], [739.0, 277.0, 762.0, 290.0, 0.3015323281288147, 2.0], [669.0, 269.0, 680.0, 278.0, 0.28376543521881104, 2.0], [704.0, 261.0, 715.0, 270.0, 0.25419068336486816, 2.0]]"
248,"[[512.0, 290.0, 535.0, 308.0, 0.7875159978866577, 2.0], [1167.0, 238.0, 1216.0, 256.0, 0.7873220443725586, 2.0], [816.0, 311.0, 845.0, 331.0, 0.774980902671814, 2.0], [823.0, 335.0, 861.0, 364.0, 0.7322532534599304, 2.0], [769.0, 291.0, 787.0, 304.0, 0.7055174112319946, 2.0], [567.0, 278.0, 582.0, 293.0, 0.6879463791847229, 2.0], [531.0, 272.0, 547.0, 285.0, 0.6819097995758057, 2.0], [590.0, 285.0, 607.0, 301.0, 0.6810571551322937, 2.0], [699.0, 279.0, 716.0, 293.0, 0.5255167484283447, 2.0], [573.0, 265.0, 584.0, 273.0, 0.5169218182563782, 2.0], [367.0, 233.0, 383.0, 244.0, 0.4938869774341583, 2.0], [546.0, 265.0, 564.0, 276.0, 0.4919451177120209, 2.0], [727.0, 268.0, 740.0, 278.0, 0.40719401836395264, 2.0], [0.0, 229.0, 7.0, 249.0, 0.36063387989997864, 2.0], [747.0, 279.0, 762.0, 292.0, 0.3135906457901001, 2.0], [509.0, 280.0, 525.0, 295.0, 0.3105710744857788, 2.0], [703.0, 261.0, 715.0, 270.0, 0.29634493589401245, 2.0]]"
249,"[[815.0, 311.0, 842.0, 330.0, 0.8250053524971008, 2.0], [509.0, 291.0, 532.0, 308.0, 0.8231202960014343, 2.0], [818.0, 334.0, 857.0, 363.0, 0.8057252764701843, 2.0], [1163.0, 238.0, 1211.0, 256.0, 0.775287389755249, 2.0], [565.0, 279.0, 581.0, 292.0, 0.7369312644004822, 2.0], [590.0, 286.0, 607.0, 302.0, 0.6883786916732788, 2.0], [746.0, 279.0, 762.0, 292.0, 0.657008945941925, 2.0], [767.0, 291.0, 786.0, 303.0, 0.6503833532333374, 2.0], [530.0, 274.0, 545.0, 286.0, 0.5616389513015747, 2.0], [726.0, 268.0, 738.0, 277.0, 0.48811104893684387, 2.0], [572.0, 265.0, 584.0, 273.0, 0.47514185309410095, 2.0], [698.0, 279.0, 714.0, 294.0, 0.4609368145465851, 2.0], [365.0, 233.0, 382.0, 244.0, 0.4438827335834503, 2.0], [737.0, 275.0, 749.0, 286.0, 0.3962308466434479, 2.0], [544.0, 265.0, 564.0, 277.0, 0.3807515799999237, 2.0], [506.0, 280.0, 523.0, 295.0, 0.37274250388145447, 2.0], [0.0, 231.0, 8.0, 250.0, 0.3623564839363098, 2.0], [731.0, 272.0, 747.0, 282.0, 0.3001212179660797, 2.0], [567.0, 280.0, 598.0, 296.0, 0.2738909423351288, 2.0], [552.0, 237.0, 575.0, 244.0, 0.27149930596351624, 2.0], [703.0, 261.0, 714.0, 270.0, 0.25460758805274963, 2.0]]"
